ObjCoeff,yLP,Dual,RC,yInt,,,,
0.444461,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-778.155029_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_2976.052002_2872.254883_2772.598877_2388.385254_2538.975098_2578.913330_2576.228271_2173.607910_2090.255371_2056.493408_2078.427002_2213.835693_2296.593994_2262.835205_2278.635010_2378.062988_2234.906738_2193.989746_1866.847412_1871.032471_1873.630859_1903.505005_1912.550415_1988.699707_1997.083618_2035.832520_1938.053833_2023.108765_2002.172241_1979.775757_1981.779663_1997.204102_2158.279785_2207.300049_2245.260010_2327.367188_2504.334473_2551.295898_2699.919678_,0,,,,
0.0332631,0.500000_0.264662_0.198499_0.099249_0.049625_0.024812_0.012406_0.006203_0.003102_0.015067_0.000000_0.000000_0.001033_0.000000_0.000000_0.000000_0.358244_0.330305_0.240597_0.167133_0.248411_0.245635_0.176148_0.092133_0.107213_0.152100_0.138228_0.201236_0.140102_0.159322_0.163688_0.223205_0.005589_0.000000_0.000000_0.000000_0.000058_0.000000_0.000000_0.030170_0.033102_0.025841_0.013457_0.016634_0.016666_0.016761_0.021917_0.008187_0.000000_0.002868_0.005401_0.005100_0.002350_0.002400_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-52.648499_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_6077.744141_6348.869141_6305.782715_6250.457520_6202.053223_6038.422852_6162.866211_6155.066895_6046.045898_5879.561035_5919.197754_5856.983398_5779.057617_5814.303711_5718.667480_5457.068359_5433.075195_5448.502441_5462.002441_5369.054199_5450.213379_5462.102051_5488.498047_5479.178711_5630.158691_5531.628906_5662.722656_5733.363281_5677.194336_5742.730957_5706.787598_5712.888184_5694.145508_5684.659180_5696.384277_5675.715820_5676.970703_5686.867188_5717.066895_5728.387207_5724.877930_5740.294922_5668.935059_5688.980957_5543.783203_5595.474121_5494.052734_,0,,,,
0.533414,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-333.440491_0.000000_-15.457100_-211.007996_0.000000_0.000000_-462.077515_0.000000_-30.934000_-227.063202_0.000000_0.000000_-517.417480_-35.065800_0.000000_-837.552979_0.000000_-139.113907_-211.007996_0.000000_-221.705399_-462.077515_0.000000_-1.237360_-259.500793_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_1621.726685_1437.757690_1333.851807_721.181030_833.132507_965.557068_1249.090332_1204.814453_1266.873779_1336.807007_1289.144531_1214.821655_1226.109375_1270.512695_1280.489868_1265.495117_1469.207397_1233.978516_1523.759277_1377.232544_1316.005859_1337.044067_1304.471436_1366.217407_1378.885742_1388.082153_1387.615967_1355.019043_1383.318359_1362.393921_1377.085815_1385.316406_1415.760132_1439.857788_1418.707764_1363.371216_958.212402_1042.921509_1103.308105_,0,,,,
0.0666767,0.500000_0.750000_0.875000_0.872579_0.936289_0.968145_0.984072_0.992036_0.996018_0.998009_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-2253.484131_-1043.343994_-1049.340820_-1575.668945_-352.879395_-1000.482971_-455.615997_-417.492706_-101.937279_-901.341003_-1181.581299_-882.662476_-1221.158447_-1326.165649_-2936.652100_-1452.017456_-749.876770_-758.768799_-966.700989_-352.879395_-3054,0.000000_0.000000_-1457.748535_0.000000_0.000000_-431.155884_-553.226501_-639.921997_-901.058594_-1018.211548_-1039.658813_-986.512268_-985.519043_-987.254211_-918.637512_-827.759094_-1027.242188_-1100.850952_-938.283386_-1024.517090_-1004.028687_-969.419983_-1057.147583_-1274.629272_-1238.650757_-1211.339478_-1246.374023_-1260.114624_-1221.950928_-1225.498535_-1221.701416_-1232.296631_-1034.554565_-981.687866_-993.745361_-994.344055_-971.073730_-996.068726_-993.186951_-979.285828_-978.256836_-990.165771_-954.344910_-980.563538_-974.108826_-962.211792_-954.997070_-982.259644_-994.590637_-972.223816_-944.921814_-942.508118_-946.816772_-964.812683_-1001.587952_,1,,,,
0.711168,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-70.197998_0.000000_-741.940796_-633.023987_-426.075836_-760.132812_-887.188782_-136.292969_-40.832878_-486.563995_-846.671997_0.000000_-1428.072266_0.000000_-483.681610_-228.143494_-326.842987_-633.741089_-633.023987_-426.075836_-1061.018677_-887.188782_-136.292969_-40.832878_-713.627197_,0.000000_0.000000_0.000000_0.000000_0.000000_2134.505127_1945.718262_1452.668091_1194.393433_1337.322754_1342.029785_1763.120605_1719.538940_1918.620483_2027.252441_2158.298096_1599.585327_1453.707397_1395.729126_1240.640869_1132.778931_1215.122314_1128.633179_898.829590_888.419373_735.777100_843.089966_764.511047_947.329651_817.752869_873.383484_895.159363_740.413086_817.176392_530.888428_849.486816_598.299866_579.154480_617.652466_744.164551_609.893433_653.340759_936.899414_848.739807_717.651184_636.826721_761.457581_903.396057_750.867798_989.676575_1086.148193_1087.593018_1366.957642_1271.780884_1613.141602_,0,,,,
0.677754,0.500000_0.250000_0.125000_0.258342_0.129171_0.318150_0.396892_0.388107_0.369173_0.354842_0.340743_0.324493_0.319523_0.320995_0.254872_0.312416_0.240422_0.231816_0.239508_0.275594_0.244572_0.244793_0.258038_0.237832_0.238040_0.238040_0.238040_0.238040_0.238040_0.238040_0.238040_0.238040_0.290241_0.291865_0.258052_0.274691_0.260692_0.278864_0.277917_0.274754_0.262041_0.264187_0.257352_0.267641_0.267599_0.267774_0.280069_0.289045_0.279021_0.286421_0.283430_0.285170_0.292509_0.293034_0.294900_,-523.293030_0.000000_0.000000_-275.838287_-274.924988_-1640.577271_0.000000_-66.081444_0.000000_0.000000_-740.838013_-229.118393_0.000000_0.000000_0.000000_-4401.404297_-1376.904053_-798.177307_-1103.306396_-1532.151855_-5159.505859_-1453.983643_-840.2455,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.888922,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_-71.439201_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-56.157398_0.000000_0.000000_-73.780403_0.000000_0.000000_0.000000_-71.439201_-187.250397_-25.365000_-7.383300_0.000000_0.000000_-358.306793_-81.707298_-336.944397_0.000000_-1017.870972_-296.627899_-599.112915_-461.579987_-344.035187_-356.489014_-1610.739746_-169.918152_-50.690899_0.000000_-373.959686_-1739.297241_-3570.999756_-1819.892822_-352.684509_-2768.184814_-1995.585449_-1703.286499_-461.579987_-977.778320_-2458.483887_-1704.364990_-651.853149_-205.740204_-227.063202_,0.000000_0.000000_0.000000_0.000000_4370.828125_4268.948730_3940.853516_2996.468018_2595.933594_2975.855957_2998.386475_2794.725830_2778.248047_3118.523193_3126.407227_2980.168701_2677.485107_2640.587158_2775.638672_2617.359863_2809.891846_2916.484375_3038.878418_2908.564697_2833.992188_2824.552490_2903.342041_2917.850830_2958.325195_2882.302734_2924.885254_2943.129395_2947.773193_2646.664795_2851.982910_2788.035889_2726.900391_2725.044922_2743.186279_2702.664062_2837.684082_2883.916016_2916.892334_2805.388428_2919.419189_2928.346191_2926.039795_2886.017090_2961.103516_3043.763184_3145.885498_3104.070068_2886.974365_2990.572021_3279.265381_,0,,,,
0.666767,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_-59.425999_0.000000_0.000000_0.000000_-680.952271_-536.009888_0.000000_0.000000_-177.447098_0.000000_0.000000_-703.687805_0.000000_0.000000_-263.242493_-594.260010_-618.283997_0.000000_0.000000_-680.952271_-739.323975_-123.902702_0.000000_-697.408386_0.000000_-245.483994_0.000000_-175.328995_-347.646149_-947.672974_0.000000_-1112.911255_-949.536011_0.000000_-1326.157227_-1700.445190_-297.366486_-29.696640_-1248.847656_-1270.008057_-818.280029_-496.720795_-584.429993_0.000000_-1346.023560_-1843.692017_-1834.767334_-1350.898560_-1159.130493_-2247.582275_-2156.063721_-505.961395_-358.789215_-2039.991821_,0.000000_0.000000_0.000000_4089.542236_3927.204590_3575.080811_3381.110840_2828.990479_2705.523926_2744.293213_2396.163574_2234.854004_2001.318726_2001.706787_1745.130615_1807.020996_1834.242188_1738.866089_1595.654541_1106.777954_933.128845_897.908264_1075.583740_623.701355_925.238403_958.682617_832.659180_784.135620_690.481750_902.635010_853.181091_864.821106_619.664917_514.541382_707.055908_735.250916_419.832336_457.889648_425.495941_630.646606_688.387634_788.932373_877.732666_596.072388_579.110046_600.617065_714.855225_713.133179_660.616577_734.486023_642.548889_414.628387_476.123749_528.011353_667.050110_,0,,,,
0.744431,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000212_0.000925_0.000000_0.005832_0.007411_0.000000_0.000000_0.000057_0.000000_0.001519_0.000248_-0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000383_0.000000_0.001663_0.000000_0.000004_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-0.000000_0.000058_0.000000_-0.000000_0.000000_0.000000_,-3046.269531_-2287.192383_-1975.889648_-2530.293213_-967.292114_-2071.736816_-873.835205_-710.219971_-206.732407_-1546.326416_-1919.561768_-1731.816162_-2287.804443_-1628.564575_-1786.856445_-3877.070312_-2139.631592_-2150.232910_-3419.314941_-1034.001953,0.000000_0.000000_1789.100708_2410.426514_2159.031006_1774.742554_1380.734985_504.083130_66.557838_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_85.702530_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_25.905716_57.595486_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_218.811249_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_5106.320312_5096.958496_5202.475098_5276.507812_5382.276855_5176.836426_5165.712891_6840.537109_6800.278809_6483.954102_4333.794434_3043.051270_2956.062012_6469.742188_5971.769531_5722.395020_5275.423340_5138.502441_5951.796387_5746.074219_5701.401855_5665.723145_6147.102051_6012.849121_5154.138184_4443.742188_3510.028076_3526.913574_3461.595703_3539.035645_4048.112305_4064.492188_4130.792969_4063.585205_4240.375977_4225.597168_4151.478516_4334.411621_4418.868164_5192.888672_5964.032715_5982.336914_6022.854004_4838.092285_4665.427246_6124.154297_,0,,,,
0.455599,0.500000_0.250000_0.400221_0.700111_0.850055_0.925028_0.962514_0.981257_0.990628_0.995314_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.998887_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1404.000000_-1170.000000_-1170.000000_-1404.000000_-1157.905762_-936.000000_-988.416077_-936.000000_-1141.111206_-1404.000000_-1166.650146_-1108.581543_-910.970093_-936.000000_-1170.000000_-4056.000000_-1945.651245_-2755.742920_-2615.120117_-2104.580322_,0.000000_0.000000_0.000000_-384.222076_-599.246033_-702.849243_-604.968811_-352.964447_-561.082581_-547.364929_-561.581116_-404.361572_-146.186768_-104.577362_-70.292442_-104.924278_-74.061737_-57.721420_-9.102729_0.000000_-20.213264_-154.810257_-214.046432_-232.866440_-212.803528_-336.691620_-364.391663_-214.879654_-280.018433_-293.718445_-288.558228_-373.106140_-367.102905_-351.110870_-456.407227_-498.256042_-481.910065_-483.636993_-472.901337_-482.767456_-494.315125_-515.782288_-540.633972_-542.434265_-548.675415_-527.022461_-522.608032_-554.776123_-479.813080_-480.274628_-652.188171_-634.008789_-503.096161_-578.770630_-504.702057_,1,,,,
0.688892,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_1376.343018_1289.808228_1001.502747_1485.190552_1496.217896_1575.097900_1696.611450_1641.566895_1904.850098_1704.611328_1571.838989_1428.274414_1370.726562_1370.867310_1879.411377_1767.312500_1731.355835_1608.810181_1621.067261_1699.409546_1716.503052_1711.610229_1693.561890_1848.006470_1851.058716_1791.792236_1537.494751_1589.660034_1527.158813_1528.375610_1580.057739_1546.502808_1508.759888_1516.710938_1554.569336_1491.188477_1514.778198_1478.364380_1525.821289_1485.176392_1615.870239_1651.121826_1736.068848_1720.180542_1762.587036_1751.999023_2047.106812_,0,,,,
0.0332631,0.500000_0.574837_0.287419_0.143709_0.071855_0.035927_0.017964_0.008982_0.004491_0.002245_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.038791_0.055402_0.064876_0.023105_0.003302_0.007143_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.031533_0.050631_0.138172_0.040138_0.041619_0.000000_0.021138_0.013550_-0.000000_0.000000_0.000237_0.000000_0.000000_-0.000000_-0.000000_0.000000_0.000000_-0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_92.641228_115.855362_81.763123_91.621132_107.382751_97.545708_63.102131_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.40006,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000731_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-42.412399_0.000000_0.000000_0.000000_0.000000_-464.894989_0.000000_0.000000_0.000000_-214.888000_0.000000_0.000000_-657.578979_0.000000_-809.453430_-614.979797_-1122.334839_-1993.697754_-554.262512_-866.694519_-1890.572998_-1124.799927_-2096.125732_-1486.412354_-214.888000_-965.398376_-1067.907471_-2542.638916_-1863.545776_-795.733887_-752.820129_-1896.358765_-2715.553955_-955.625000_-1238.135010_-2448.447021_-1032.979492_-2565.947021_-1845.201660_-1343.050049_,0.000000_0.000000_0.000000_0.000000_1523.389404_1528.427856_1658.921997_1712.681763_1093.282715_847.658997_704.024536_493.265228_507.831238_455.418854_457.833923_376.477570_807.121460_612.156738_526.306396_302.114563_237.554718_198.671494_462.591431_99.909317_63.404419_0.000000_0.000000_0.000000_0.000000_90.725288_74.001923_305.040802_300.133698_170.437561_0.000000_155.543411_242.204620_228.052353_242.340607_80.926598_80.708992_75.213715_119.043770_135.662491_141.225006_140.685486_123.797729_137.574814_173.114487_298.818970_337.055542_276.308472_452.418640_510.660339_668.884766_,0,,,,
0.777845,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_-813.832520_-1906.103271_-464.174988_-123.202003_0.000000_-53.731800_-1081.207397_-1504.825439_0.000000_-1603.698242_-1074.671997_-1354.050049_-1755.652588_0.000000_-1603.810059_-1356.387451_-1643.192505_-1289.375000_-1540.025024_-302.440002_-671.647522_-1039.622559_-1446.947510_-809.429993_-1542.017456_-1492.599976_-1991.250000_-1688.127441_-774.940002_-1603.810059_-1356.387451_-1643.192505_-1289.375000_-1540.025024_-302.440002_-671.647522_-1039.622559_-1446.947510_-809.429993_-1542.017456_-1492.599976_-1991.250000_-1688.127441_-774.940002_-7777.556152_-4024.840088_-5628.321289_-6662.970215_-6589.685547_-938.792175_-2517.734131_-2450.395996_-3827.680176_-4820.607422_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_1192.819092_749.822754_705.180969_660.960693_857.698303_399.388824_555.107544_435.571747_549.641602_628.645325_667.768188_707.828125_664.749695_637.459961_916.629028_945.570679_808.669617_400.302521_314.533386_280.733521_263.804596_319.081696_290.949738_306.847076_291.241699_0.000000_0.000000_0.000000_513.381042_376.625244_310.810211_509.782562_438.933868_478.705231_382.881897_289.518219_310.979370_,0,,,,
